Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
23-01-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,792.0,4769,8114.731465,True,1.0,False,157027.7473,2739.5,8127
22-01-2024,East,Electronics,Supplier B,Warehouse 2,Pending,890.0,710,6811.744501,True,19.0,False,19486.27262,880.0,7498
21-01-2024,West,Clothing,Supplier D,Warehouse 3,Fulfilled,981.0,1050,9665.741768,True,16.0,False,188805.3232,2459.0,9019
20-01-2024,North,Clothing,Supplier B,Warehouse 2,Fulfilled,416.0,3868,14209.67548,True,4.0,False,76904.66963,2025.0,8231
19-01-2024,North,Accessories,Supplier B,Warehouse 3,Fulfilled,997.0,182,10501.97309,True,16.0,False,153998.1453,2160.0,8663
18-01-2024,West,Electronics,Supplier C,Warehouse 2,Pending,741.0,4138,776.9383906,True,9.0,False,104045.0458,3870.0,8435
17-01-2024,South,Clothing,Supplier B,Warehouse 3,Fulfilled,583.0,3602,5478.977949,True,4.0,False,38164.5446,2554.5,7085
16-01-2024,West,Accessories,Supplier C,Warehouse 1,Pending,917.0,1507,10132.92082,True,18.0,True,121505.7111,3119.0,6024
15-01-2024,North,Furniture,Supplier C,Warehouse 3,Pending,,4731,10901.90522,True,9.0,False,6578.076588,4135.5,8263
14-01-2024,South,Clothing,Supplier C,Warehouse 2,Fulfilled,935.0,3540,3289.022266,True,28.0,True,66641.28684,1940.0,6415
13-01-2024,North,Clothing,Supplier C,Warehouse 2,Fulfilled,879.0,340,14406.72151,True,17.0,False,105558.6146,2222.5,7675
12-01-2024,West,Furniture,Supplier A,Warehouse 2,Canceled,476.0,4105,13288.64555,True,27.0,False,49146.16123,3392.0,8570
11-01-2024,West,Furniture,Supplier D,Warehouse 1,Fulfilled,702.0,2679,9518.721456,True,23.0,False,94065.32636,2989.0,8497
10-01-2024,North,Accessories,Supplier D,Warehouse 2,Pending,83.0,3299,3004.972966,True,25.0,False,11747.32987,3334.0,8824
09-01-2024,West,Clothing,Supplier D,Warehouse 2,Pending,520.0,3369,5506.336005,True,29.0,False,61093.33532,3103.5,6027
08-01-2024,South,Clothing,Supplier D,Warehouse 1,Fulfilled,836.0,2838,7020.316169,True,10.0,False,68049.13637,2402.5,8806
07-01-2024,West,Accessories,,Warehouse 1,Fulfilled,94.0,1967,4518.593102,True,15.0,False,,2317.5,5621
06-01-2024,West,Clothing,Supplier C,Warehouse 2,Canceled,79.0,2668,9833.937192,False,10.0,False,4584.473234,2318.5,7288
05-01-2024,East,Clothing,Supplier A,Warehouse 1,Pending,917.0,1969,917.6171179,True,15.0,True,85683.54943,2295.0,6120
04-01-2024,East,Furniture,Supplier A,Warehouse 2,Fulfilled,999.0,2621,9588.172532,True,28.0,False,107872.3096,2842.5,5152
03-01-2024,South,Accessories,Supplier C,Warehouse 2,Pending,195.0,3064,2739.028484,True,2.0,False,25200.77925,2492.0,6030
02-01-2024,South,Electronics,Supplier B,Warehouse 2,Fulfilled,833.0,1920,13698.1415,True,,False,96464.93632,2215.0,5905
01-01-2024,East,Furniture,Supplier D,Warehouse 2,Fulfilled,273.0,2510,4107.557424,True,22.0,False,18667.91299,1330.5,7283
31-12-2023,East,Furniture,Supplier A,Warehouse 2,Pending,967.0,151,10866.81594,True,,False,72009.19009,2069.5,7420
30-12-2023,South,Clothing,Supplier A,Warehouse 1,Pending,947.0,3988,12297.32779,False,23.0,True,64196.99657,2140.0,7699
29-12-2023,North,Accessories,Supplier C,Warehouse 1,Fulfilled,213.0,292,13419.8144,False,29.0,False,20219.44672,1984.5,5781
28-12-2023,North,Accessories,Supplier A,Warehouse 2,Fulfilled,,3677,6159.285435,True,2.0,False,170526.0478,4171.0,9009
27-12-2023,West,Furniture,Supplier B,Warehouse 3,Fulfilled,887.0,4665,5499.16162,True,26.0,False,173979.8265,2455.0,9045
26-12-2023,East,Furniture,Supplier C,Warehouse 1,Canceled,330.0,245,12954.51907,True,1.0,False,35516.34037,1231.5,6093
25-12-2023,North,Furniture,Supplier B,Warehouse 3,Fulfilled,709.0,2218,,True,2.0,False,58595.60809,2088.0,9820
24-12-2023,West,Furniture,Supplier D,Warehouse 2,Pending,334.0,1958,998.8465226,True,11.0,False,25466.79817,2918.5,5202
23-12-2023,South,Clothing,Supplier A,Warehouse 2,Pending,360.0,3879,4848.176892,True,2.0,False,49336.24663,2402.0,6134
22-12-2023,East,Electronics,Supplier C,Warehouse 1,Pending,76.0,925,8942.443008,True,23.0,False,2995.467018,1917.0,5741
21-12-2023,West,Accessories,Supplier D,Warehouse 1,Canceled,214.0,2909,2353.271743,True,26.0,False,6710.407119,1753.5,5569
20-12-2023,West,Accessories,Supplier B,Warehouse 1,Fulfilled,113.0,598,7750.491776,True,20.0,True,14831.00843,1975.5,7183
19-12-2023,North,Furniture,Supplier C,Warehouse 1,Fulfilled,70.0,3353,11416.28839,True,17.0,True,1613.063647,2185.5,5796
18-12-2023,North,Electronics,Supplier A,Warehouse 3,Fulfilled,667.0,1018,5731.691515,True,16.0,False,63299.19244,771.5,5188
17-12-2023,West,Electronics,Supplier D,Warehouse 2,Pending,,525,14764.15799,True,17.0,False,80604.07544,2454.5,7281
16-12-2023,East,Accessories,Supplier B,Warehouse 3,Fulfilled,836.0,4384,9361.552087,True,,False,124913.9877,2389.0,8760
15-12-2023,West,Electronics,Supplier B,Warehouse 1,Pending,485.0,394,1416.154904,True,,False,,332.0,8604
14-12-2023,West,Furniture,Supplier A,Warehouse 2,Pending,991.0,270,7505.452361,True,2.0,False,23596.72624,299.0,8465
13-12-2023,East,Accessories,Supplier A,Warehouse 3,Fulfilled,480.0,328,4935.474792,True,9.0,False,88122.39628,1724.0,5069
12-12-2023,East,Accessories,Supplier B,Warehouse 1,Canceled,277.0,3120,4033.769073,True,24.0,False,18465.71315,2980.5,5656
11-12-2023,East,Accessories,Supplier A,Warehouse 2,Fulfilled,,2841,11904.33285,True,5.0,False,119128.2727,3226.0,7833
10-12-2023,South,Electronics,Supplier A,Warehouse 1,Pending,244.0,3611,11048.41763,False,21.0,False,32682.62953,2395.0,7188
09-12-2023,East,Accessories,Supplier C,Warehouse 1,Fulfilled,846.0,1179,10040.26754,True,27.0,False,96582.25359,2923.0,7813
08-12-2023,West,Furniture,Supplier B,Warehouse 1,Pending,342.0,4667,2582.509982,True,15.0,False,14781.49701,3844.0,5035
07-12-2023,East,Furniture,Supplier B,Warehouse 1,Canceled,430.0,3021,768.7028871,True,4.0,False,34684.01605,4009.0,9876
06-12-2023,West,Electronics,Supplier B,Warehouse 1,Fulfilled,173.0,4997,1288.047426,True,20.0,True,6161.325489,3731.0,6383
05-12-2023,West,Clothing,Supplier D,Warehouse 1,Fulfilled,229.0,2465,2497.144434,True,4.0,False,12501.36006,3109.0,7119
04-12-2023,,Clothing,Supplier B,Warehouse 3,Fulfilled,120.0,3753,13638.46347,True,23.0,False,23792.08768,4088.0,5749
03-12-2023,North,Electronics,Supplier C,Warehouse 3,Fulfilled,831.0,4423,10779.98187,True,7.0,False,139036.668,4016.5,6594
02-12-2023,West,Clothing,Supplier B,Warehouse 1,Pending,449.0,3610,7961.14596,True,28.0,False,81706.46552,2419.0,6625
01-12-2023,South,Furniture,,Warehouse 1,Pending,,1228,6574.473747,True,22.0,False,109451.1815,1740.5,5711
30-11-2023,East,Electronics,Supplier D,Warehouse 2,Fulfilled,975.0,2253,6291.768046,True,25.0,False,173479.2284,2342.0,6509
29-11-2023,West,Clothing,Supplier D,Warehouse 3,Fulfilled,662.0,2431,1841.664038,True,5.0,False,42228.42075,2369.5,5213
28-11-2023,North,Clothing,Supplier B,Warehouse 3,Fulfilled,125.0,2308,4279.593995,True,4.0,False,12687.28291,1987.5,9055
27-11-2023,North,Clothing,Supplier C,Warehouse 1,Fulfilled,224.0,1667,3454.454545,True,8.0,False,32816.53398,1936.5,5099
26-11-2023,West,Accessories,Supplier A,Warehouse 2,Canceled,910.0,2206,11835.07034,True,6.0,False,117877.9746,2006.0,8383
25-11-2023,West,Clothing,Supplier C,Warehouse 1,Fulfilled,679.0,1806,3591.457005,True,19.0,False,28425.4243,2529.5,5856
24-11-2023,East,Electronics,Supplier A,Warehouse 2,Pending,845.0,3253,8065.134573,True,1.0,False,127592.9106,2762.5,5540
23-11-2023,East,Furniture,,Warehouse 1,Fulfilled,853.0,2272,11148.07551,True,28.0,False,99499.19756,2851.5,8659
22-11-2023,South,Furniture,Supplier B,Warehouse 1,Pending,769.0,3431,1395.554601,True,13.0,False,142000.235,1873.0,5257
21-11-2023,South,Electronics,Supplier A,Warehouse 2,Fulfilled,139.0,315,5492.466483,True,12.0,False,23326.42909,463.5,7419
20-11-2023,South,Electronics,Supplier C,Warehouse 2,Fulfilled,886.0,612,14833.11203,True,25.0,False,47658.87348,1543.0,6605
19-11-2023,West,Electronics,Supplier D,Warehouse 2,Fulfilled,569.0,2474,9637.538731,True,25.0,False,46306.97068,2103.0,5035
18-11-2023,North,Electronics,Supplier A,Warehouse 1,Fulfilled,853.0,1732,11665.30781,True,19.0,False,38082.51624,2378.5,9887
17-11-2023,West,Clothing,Supplier B,Warehouse 3,Fulfilled,425.0,3025,1717.45717,True,25.0,False,47670.41883,2711.5,6691
16-11-2023,South,Electronics,Supplier B,Warehouse 3,Pending,514.0,2398,3933.564989,True,22.0,False,53373.05849,1971.5,5942
15-11-2023,East,Accessories,Supplier C,Warehouse 3,Canceled,302.0,1545,10343.86639,True,27.0,False,44067.23759,2948.5,5762
14-11-2023,North,Furniture,Supplier C,Warehouse 2,Pending,112.0,4352,6498.737463,True,12.0,False,20079.06234,2957.0,6806
13-11-2023,,Furniture,Supplier B,Warehouse 3,Canceled,66.0,1562,1613.537422,True,8.0,True,11925.78141,2191.5,5731
12-11-2023,West,Clothing,Supplier C,Warehouse 3,Fulfilled,604.0,2821,12179.69267,True,1.0,False,81959.35013,2790.0,5540
11-11-2023,East,Accessories,Supplier B,Warehouse 2,Fulfilled,815.0,2759,602.1222621,True,3.0,False,20033.09592,1561.5,8743
10-11-2023,East,Electronics,Supplier D,Warehouse 3,Pending,190.0,364,3071.594744,True,15.0,False,16378.31832,956.5,9338
09-11-2023,West,Electronics,Supplier B,Warehouse 3,Pending,61.0,1549,13732.77289,True,5.0,False,2500.300571,1692.5,9268
08-11-2023,East,Furniture,Supplier C,Warehouse 1,Fulfilled,941.0,1836,8904.152547,True,1.0,False,98308.32511,2586.0,6555
07-11-2023,West,Furniture,Supplier B,Warehouse 2,Fulfilled,624.0,3336,1169.849006,True,28.0,True,82473.52818,2493.5,9607
06-11-2023,South,Accessories,Supplier D,Warehouse 1,Fulfilled,991.0,1651,3022.432872,True,19.0,True,73261.3379,2741.0,8574
05-11-2023,West,Accessories,Supplier D,Warehouse 1,Pending,936.0,3831,13094.01605,True,,False,20669.68405,3285.5,8693
04-11-2023,South,Clothing,Supplier B,Warehouse 3,Pending,928.0,2740,14707.15126,True,26.0,False,184468.4823,1850.5,5642
03-11-2023,West,Accessories,Supplier A,Warehouse 2,Fulfilled,,961,14063.65995,True,18.0,False,85322.53209,1283.0,7075
02-11-2023,North,Furniture,Supplier B,Warehouse 2,Fulfilled,312.0,1605,13523.12345,True,26.0,False,54917.46637,1150.5,9022
01-11-2023,South,Furniture,Supplier D,Warehouse 3,Canceled,121.0,696,1885.607007,True,1.0,False,19190.43188,2510.5,5813
31-10-2023,South,Furniture,Supplier A,Warehouse 1,Pending,640.0,4325,7137.285349,True,17.0,False,48649.503,3487.5,8174
30-10-2023,East,Clothing,Supplier D,Warehouse 1,Fulfilled,332.0,2650,4843.566634,True,7.0,False,19076.65339,1595.5,7125
29-10-2023,North,Clothing,Supplier C,Warehouse 2,Fulfilled,972.0,541,10368.12966,True,12.0,False,187293.0993,789.5,8885
28-10-2023,North,Furniture,Supplier A,Warehouse 1,Fulfilled,876.0,1038,11974.76233,True,27.0,False,165131.8331,2168.5,9577
27-10-2023,West,Furniture,Supplier B,Warehouse 1,Fulfilled,523.0,3299,5077.956382,True,10.0,True,68475.70385,3040.0,9521
26-10-2023,North,Furniture,Supplier D,Warehouse 2,Fulfilled,691.0,2781,5568.080617,True,6.0,False,135161.3299,3218.5,8100
25-10-2023,East,Accessories,Supplier D,Warehouse 3,Canceled,807.0,3656,2857.137486,True,15.0,True,89444.15979,2400.5,5560
24-10-2023,South,Accessories,Supplier D,Warehouse 2,Fulfilled,949.0,1145,553.6848991,True,24.0,False,65143.91284,3048.5,9336
23-10-2023,West,Electronics,Supplier B,Warehouse 2,Fulfilled,382.0,4952,4435.747532,True,18.0,False,21548.57897,3848.0,8606
22-10-2023,South,Clothing,Supplier D,Warehouse 2,Fulfilled,749.0,2744,13197.43435,True,3.0,False,93091.97484,3639.5,7176
21-10-2023,South,Clothing,Supplier D,Warehouse 3,Fulfilled,125.0,4535,7374.10583,False,14.0,False,8779.415563,3900.0,7216
20-10-2023,North,Furniture,Supplier D,Warehouse 3,Pending,347.0,3265,9549.644591,True,21.0,False,,3502.0,8745
19-10-2023,East,Furniture,Supplier A,Warehouse 3,Fulfilled,353.0,3739,3970.318155,True,25.0,False,9238.89324,4163.0,5028
18-10-2023,North,Electronics,Supplier D,Warehouse 2,Fulfilled,288.0,4587,14316.09864,True,29.0,False,6385.320924,3374.0,7685
17-10-2023,West,Electronics,Supplier D,Warehouse 2,Fulfilled,480.0,2161,14137.20938,False,25.0,False,60714.1815,3453.0,5556
16-10-2023,North,Electronics,Supplier A,Warehouse 2,Fulfilled,540.0,4745,7014.480931,False,10.0,False,101812.9233,2882.5,8843
15-10-2023,North,Electronics,Supplier B,Warehouse 2,Fulfilled,413.0,1020,1926.001363,True,19.0,False,63958.22882,1966.0,6607
14-10-2023,North,Furniture,Supplier C,Warehouse 1,Pending,311.0,2912,8814.761468,True,18.0,False,40038.01629,3393.5,7501
13-10-2023,East,Furniture,Supplier A,Warehouse 1,Fulfilled,705.0,3875,1635.374222,True,12.0,False,136692.5232,3986.5,9306
12-10-2023,South,Furniture,Supplier B,Warehouse 3,Fulfilled,907.0,4098,3657.35622,True,11.0,False,88231.00229,3094.0,9925
11-10-2023,East,Electronics,Supplier A,Warehouse 1,Pending,236.0,2090,7593.963491,True,6.0,False,28517.69543,2369.5,9804
10-10-2023,South,Clothing,Supplier D,Warehouse 2,Fulfilled,532.0,2649,7001.023823,True,7.0,True,50556.08275,1927.0,9784
09-10-2023,West,Electronics,Supplier C,Warehouse 2,Fulfilled,579.0,1205,12348.05294,True,8.0,False,76675.52555,1096.5,5172
08-10-2023,West,Furniture,Supplier A,Warehouse 1,Pending,804.0,988,12927.90562,True,29.0,False,20734.95792,1734.5,7497
07-10-2023,South,Accessories,Supplier C,Warehouse 2,Pending,290.0,2481,3742.382987,True,29.0,True,31372.45346,3377.5,5743
06-10-2023,North,Clothing,Supplier C,Warehouse 1,Fulfilled,833.0,4274,4487.859201,False,20.0,True,106310.7742,2459.5,5586
05-10-2023,South,Accessories,Supplier B,Warehouse 1,Fulfilled,380.0,645,13362.11979,True,5.0,False,55719.95706,884.5,8012
04-10-2023,,Furniture,Supplier A,Warehouse 3,Canceled,103.0,1124,2411.199034,True,2.0,False,16205.45247,3036.0,6929
03-10-2023,West,Accessories,Supplier A,Warehouse 2,Fulfilled,859.0,4948,3781.021345,False,14.0,False,25524.80451,3477.5,7497
02-10-2023,North,Accessories,Supplier C,Warehouse 3,Fulfilled,170.0,2007,10441.95036,True,19.0,False,,1693.0,5376
01-10-2023,West,Clothing,Supplier C,Warehouse 3,Fulfilled,893.0,1379,7271.759065,True,20.0,False,168848.7104,1715.0,8218
30-09-2023,West,Electronics,Supplier B,Warehouse 2,Pending,307.0,2051,599.1908482,True,9.0,False,23661.46607,1937.5,7033
29-09-2023,West,Clothing,Supplier D,Warehouse 2,Fulfilled,625.0,1824,3159.642831,True,29.0,False,117504.7437,1137.5,8467
28-09-2023,South,Electronics,Supplier C,Warehouse 2,Fulfilled,943.0,451,5455.358214,True,10.0,False,146359.7332,767.0,8347
27-09-2023,East,Electronics,Supplier C,Warehouse 1,Fulfilled,497.0,1083,6659.358452,True,20.0,False,91746.22126,2990.0,7734
26-09-2023,East,Accessories,Supplier A,Warehouse 2,Fulfilled,770.0,4897,,True,3.0,False,40333.62978,4739.5,9508
25-09-2023,West,Clothing,Supplier D,Warehouse 1,Fulfilled,552.0,4582,7902.543789,True,23.0,False,84830.76901,4172.0,9016
24-09-2023,West,Clothing,Supplier D,Warehouse 1,Fulfilled,952.0,3762,6749.264068,True,10.0,False,136753.7566,3078.0,5127
23-09-2023,South,Clothing,Supplier A,Warehouse 1,Pending,734.0,2394,2996.863452,True,10.0,False,47742.54449,3575.5,6988
22-09-2023,East,Furniture,Supplier B,Warehouse 1,Fulfilled,263.0,4757,1990.139518,True,21.0,False,25874.93796,3231.0,7138
21-09-2023,North,Furniture,Supplier C,Warehouse 1,Pending,454.0,1705,756.2156495,True,12.0,False,66951.64601,2477.5,6873
20-09-2023,North,Electronics,Supplier B,Warehouse 3,Canceled,646.0,3250,1293.051031,True,10.0,True,30061.15848,3459.5,6068
19-09-2023,South,Electronics,Supplier B,Warehouse 2,Pending,572.0,3669,3665.395121,True,22.0,False,97414.02866,4291.0,7381
18-09-2023,North,Electronics,Supplier B,Warehouse 2,Fulfilled,508.0,4913,3826.205781,True,6.0,False,93014.61433,3043.0,6266
17-09-2023,East,Furniture,Supplier D,Warehouse 3,Fulfilled,148.0,1173,5805.53983,True,2.0,False,15882.3177,2486.0,9365
16-09-2023,West,Clothing,Supplier C,Warehouse 2,Pending,827.0,3799,,True,8.0,False,157639.9533,3419.0,7046
15-09-2023,South,Accessories,Supplier D,Warehouse 3,Fulfilled,787.0,3039,2891.543389,True,23.0,False,98389.49201,3824.5,6314
14-09-2023,East,Clothing,Supplier C,Warehouse 1,Fulfilled,97.0,4610,3934.317324,True,22.0,False,3330.542446,3025.0,7559
13-09-2023,East,Electronics,Supplier A,Warehouse 3,Fulfilled,165.0,1440,1758.352834,True,12.0,False,12911.785,2432.0,5824
12-09-2023,North,Electronics,Supplier C,Warehouse 1,Fulfilled,404.0,3424,8402.243032,True,3.0,False,57195.41067,2457.5,9720
11-09-2023,North,Furniture,Supplier A,Warehouse 3,Canceled,383.0,1491,12680.27306,True,4.0,False,40697.16879,1018.5,5708
10-09-2023,West,Accessories,Supplier D,Warehouse 1,Fulfilled,74.0,546,11137.82119,True,13.0,True,4410.39297,380.5,6416
09-09-2023,North,Electronics,Supplier A,Warehouse 2,Pending,986.0,215,7059.318008,True,17.0,False,127665.6916,462.5,8988
08-09-2023,South,Accessories,Supplier D,Warehouse 1,Fulfilled,688.0,710,6640.489134,True,4.0,False,131800.2232,590.5,6909
07-09-2023,East,Accessories,Supplier B,Warehouse 2,Fulfilled,,471,2054.724716,True,14.0,False,41977.51505,1077.0,8090
06-09-2023,North,Clothing,Supplier C,Warehouse 2,Fulfilled,655.0,1683,7942.277316,True,25.0,False,91519.16422,1597.5,8916
05-09-2023,North,Accessories,Supplier C,Warehouse 2,Fulfilled,363.0,1512,7964.371407,True,2.0,False,45124.1499,2557.5,5677
04-09-2023,North,Accessories,Supplier B,Warehouse 1,Fulfilled,543.0,3603,8831.441865,True,27.0,False,23002.8956,3756.5,8524
03-09-2023,South,Electronics,Supplier C,Warehouse 3,Fulfilled,539.0,3910,5367.394809,True,24.0,False,70548.05802,3133.0,7356
02-09-2023,East,Furniture,Supplier A,Warehouse 1,Canceled,767.0,2356,12365.46336,True,2.0,False,69557.33995,1419.0,6531
01-09-2023,North,Furniture,Supplier A,Warehouse 3,Fulfilled,635.0,482,1530.04261,True,13.0,False,57251.31903,1397.0,5781
31-08-2023,West,Accessories,Supplier A,Warehouse 2,Fulfilled,74.0,2312,7301.366294,True,20.0,False,7741.678167,2517.0,9958
30-08-2023,East,Clothing,Supplier D,Warehouse 2,Fulfilled,544.0,2722,8052.843849,True,16.0,False,93421.70221,1755.5,5131
29-08-2023,South,Electronics,Supplier C,Warehouse 1,Fulfilled,417.0,789,3258.304997,True,20.0,False,,2256.5,6022
28-08-2023,West,Furniture,Supplier D,Warehouse 1,Fulfilled,297.0,3724,10417.63938,False,24.0,True,55791.01055,3491.0,6044
27-08-2023,East,Accessories,Supplier B,Warehouse 1,Fulfilled,286.0,3258,8412.195642,True,23.0,False,48530.6803,3812.5,7498
26-08-2023,South,Electronics,Supplier B,Warehouse 2,Pending,973.0,4367,3734.751851,True,25.0,False,118909.4154,2716.5,8349
25-08-2023,South,Clothing,Supplier C,Warehouse 1,Fulfilled,330.0,1066,9398.406222,False,24.0,False,26605.4811,814.5,9513
24-08-2023,West,Clothing,Supplier B,Warehouse 3,Fulfilled,79.0,563,3481.511572,True,26.0,False,5899.084527,1208.5,7902
23-08-2023,West,Accessories,Supplier B,Warehouse 3,Canceled,776.0,1854,14235.84999,True,17.0,False,40323.25733,2142.0,6347
22-08-2023,West,Accessories,Supplier D,Warehouse 2,Canceled,305.0,2430,3351.67487,True,29.0,True,39024.57371,1572.5,8468
21-08-2023,West,Clothing,Supplier A,Warehouse 3,Pending,933.0,715,13241.82459,True,11.0,True,142533.0639,2322.0,6321
20-08-2023,West,Electronics,Supplier C,Warehouse 2,Fulfilled,96.0,3929,4254.943273,True,10.0,False,8182.814785,4255.5,9135
19-08-2023,South,Electronics,Supplier C,Warehouse 3,Fulfilled,118.0,4582,7138.171522,True,,False,2363.933548,2530.0,7436
18-08-2023,North,Furniture,Supplier C,Warehouse 3,Pending,224.0,478,12578.99683,True,25.0,False,39053.80543,1842.0,8596
17-08-2023,North,Clothing,Supplier B,Warehouse 3,Fulfilled,174.0,3206,1303.955918,True,20.0,False,27594.31521,4054.5,5641
16-08-2023,South,Furniture,Supplier B,Warehouse 2,Canceled,132.0,4903,13638.99427,True,18.0,False,21331.20671,3169.0,7477
15-08-2023,North,Furniture,Supplier B,Warehouse 1,Canceled,763.0,1435,,True,25.0,False,149533.804,862.5,8960
14-08-2023,South,Clothing,Supplier B,Warehouse 1,Fulfilled,,290,533.6893889,True,23.0,False,136507.4845,1553.0,5181
13-08-2023,South,Accessories,Supplier D,Warehouse 1,Fulfilled,890.0,2816,2898.592206,True,4.0,False,,3442.0,5831
12-08-2023,West,Furniture,Supplier D,Warehouse 2,Fulfilled,282.0,4068,13956.20643,True,19.0,False,,2906.0,8823
11-08-2023,South,Furniture,Supplier D,Warehouse 1,Fulfilled,300.0,1744,13718.67725,True,16.0,False,23197.34898,2820.5,7840
10-08-2023,East,Electronics,Supplier C,Warehouse 3,Fulfilled,162.0,3897,7654.397156,True,3.0,False,16153.51176,3590.0,9767
09-08-2023,East,Electronics,Supplier C,Warehouse 3,Fulfilled,579.0,3283,12574.05932,True,2.0,False,94659.50513,2597.0,9057
08-08-2023,East,Electronics,Supplier C,Warehouse 3,Fulfilled,274.0,1911,5586.275534,True,2.0,False,22919.11532,1952.5,8585
07-08-2023,West,Electronics,Supplier C,Warehouse 3,Fulfilled,319.0,1994,8821.972474,True,9.0,False,36827.71442,1650.5,6514
06-08-2023,North,Furniture,Supplier C,Warehouse 1,Pending,648.0,1307,13478.61011,True,18.0,False,121214.2943,3034.0,6028
05-08-2023,West,Electronics,,Warehouse 3,Pending,125.0,4761,4174.001283,True,2.0,False,15305.89706,2774.0,9750
04-08-2023,North,Accessories,Supplier D,Warehouse 2,Fulfilled,365.0,787,11428.94256,True,11.0,False,38197.65461,1038.0,6748
03-08-2023,East,Clothing,Supplier B,Warehouse 1,Fulfilled,442.0,1289,3517.537502,True,12.0,False,81531.55317,1348.0,9009
02-08-2023,East,Accessories,Supplier D,Warehouse 3,Fulfilled,564.0,1407,3723.100116,True,21.0,False,24964.67554,2530.0,6934
01-08-2023,North,Electronics,Supplier B,Warehouse 1,Fulfilled,812.0,3653,14653.24735,False,22.0,False,78709.99536,3603.5,8367
31-07-2023,East,Clothing,Supplier D,Warehouse 3,Canceled,,3554,13856.58626,True,9.0,True,30175.38009,3016.0,6156
30-07-2023,East,Accessories,Supplier D,Warehouse 2,Fulfilled,808.0,2478,712.3833455,True,29.0,False,27635.48208,2020.0,6656
29-07-2023,North,Clothing,Supplier D,Warehouse 1,Fulfilled,929.0,1562,7511.831493,True,8.0,False,158546.8407,2429.5,7101
28-07-2023,South,Furniture,Supplier B,Warehouse 3,Fulfilled,199.0,3297,1197.145043,True,22.0,False,6836.235127,2789.0,5959
27-07-2023,West,Electronics,Supplier A,Warehouse 3,Fulfilled,242.0,2281,9507.784692,True,29.0,False,13504.84018,1647.0,8621
26-07-2023,West,Clothing,Supplier D,Warehouse 1,Pending,583.0,1013,3657.069045,True,,False,,2863.0,8562
25-07-2023,North,Accessories,Supplier C,Warehouse 2,Fulfilled,340.0,4713,11731.29521,True,29.0,False,57227.59982,4402.5,9918
24-07-2023,West,Clothing,Supplier C,Warehouse 2,Fulfilled,503.0,4092,11939.44185,True,13.0,False,17550.83442,3392.5,5941
23-07-2023,North,Clothing,Supplier A,Warehouse 2,Fulfilled,553.0,2693,3543.811663,True,10.0,False,72764.64212,1911.5,8681
22-07-2023,,Electronics,Supplier B,Warehouse 1,Fulfilled,775.0,1130,14332.08291,True,20.0,False,125276.4708,1101.0,9662
21-07-2023,West,Furniture,Supplier A,Warehouse 2,Fulfilled,465.0,1072,978.6730706,True,,False,41619.61656,1696.0,8698
20-07-2023,East,Furniture,Supplier B,Warehouse 3,Pending,950.0,2320,6763.845886,True,27.0,False,181905.7882,3097.0,7167
19-07-2023,East,Electronics,Supplier C,Warehouse 2,Fulfilled,858.0,3874,777.9343691,True,27.0,False,155869.3857,2635.0,8913
18-07-2023,North,Accessories,Supplier C,Warehouse 3,Fulfilled,,1396,4849.108102,True,3.0,False,176622.4344,1536.5,5743
17-07-2023,West,Furniture,Supplier A,Warehouse 1,Pending,501.0,1677,14279.4517,True,29.0,False,61222.12593,1766.0,6393
16-07-2023,South,Furniture,Supplier C,Warehouse 3,Canceled,437.0,1855,7709.823328,True,5.0,False,33229.94485,2874.0,8019
15-07-2023,South,Clothing,Supplier D,Warehouse 3,Fulfilled,145.0,3893,10256.0595,True,22.0,False,23164.1267,3824.0,5295
14-07-2023,East,Electronics,Supplier A,Warehouse 3,Canceled,450.0,3755,12233.32465,True,15.0,False,64637.77235,4091.0,6936
13-07-2023,East,Clothing,Supplier D,Warehouse 2,Canceled,860.0,4427,10075.62966,True,13.0,False,117381.5711,2318.5,9788
12-07-2023,North,Accessories,Supplier C,Warehouse 2,Canceled,700.0,210,1526.475822,True,10.0,False,86946.0842,738.5,6060
11-07-2023,East,Clothing,Supplier B,Warehouse 2,Pending,155.0,1267,11764.95935,True,9.0,False,9637.112272,1859.5,8316
10-07-2023,East,Clothing,Supplier B,Warehouse 2,Fulfilled,884.0,2452,5173.709955,True,21.0,False,119030.2127,2734.5,5141
09-07-2023,South,Electronics,Supplier C,Warehouse 3,Canceled,496.0,3017,9232.716384,True,9.0,False,56513.00985,2316.0,6529
08-07-2023,East,Furniture,Supplier B,Warehouse 2,Fulfilled,940.0,1615,5264.274175,True,25.0,False,22264.7225,3013.5,8459
07-07-2023,East,Accessories,Supplier B,Warehouse 1,Fulfilled,425.0,4412,5477.864053,True,17.0,False,50056.33722,3799.0,8386
06-07-2023,South,Electronics,Supplier B,Warehouse 3,Fulfilled,673.0,3186,7936.112755,True,29.0,False,50363.58472,2828.5,5794
05-07-2023,North,Accessories,Supplier B,Warehouse 2,Fulfilled,55.0,2471,1622.467504,True,7.0,False,10086.05126,3001.5,5346
04-07-2023,North,Electronics,Supplier C,Warehouse 1,Fulfilled,261.0,3532,9486.34389,False,11.0,False,22467.9006,2947.5,6405
